Company name,Symbol
Afi Development Plc,AFRB
Afarak Group Plc,AFRK
Amiad Water Systems Ltd,AFS
Lyxor International Asse,AFSL
Lyxor International Asse,AFSU
Alpha FX Group Plc,AFX
FTSE All-Emerging,AG01
FTSE All-Emerging Latin,AG02
FTSE All-Emerging Asia P,AG03
FTSE All-Emer Lms Index,AG14
FTSE All-Emer Latin Amer,AG15
FTSE All-Emer Asia Pacif,AG16
ETFS Commodity Securities Limited,AGAP
Ishares III Plc,AGBP
ETFS Commodity Securities Limited,AGCP
Ishares IV Plc,AGED
Ishares IV Plc,AGES
Ishares III Plc,AGGG
Ishares III Plc,AGGH
ETFS Commodity Securities Limited,AGGP
Ishares III Plc,AGGU
Aggreko Plc,AGK
Angle Plc,AGL
Applied Graphene Materia,AGM
Ashmore Global Opportunities Limited,AGOL
Ashmore Global Opportunities Limited,AGOU
Arian Silver Corporation,AGQ
Assura Group Ld,AGR
Ros Agro Plc,AGRO
Agriterra Ld,AGTA
Allergy Therapeutics Plc,AGY
Action Hotels Plc,AHCG
Ashtead Group Plc,AHT
Aib Group Plc,AIBG
Airea Plc,AIEA
Acorn Income Fund Ld,AIF
Acorn Income Fund Ld,AIFZ
ETFS Commodity Securities Limited,AIGA
ETFS Commodity Securities Limited,AIGC
ETFS Commodity Securities Limited,AIGE
ETFS Commodity Securities Limited,AIGG
ETFS Commodity Securities Limited,AIGI
ETFS Commodity Securities Limited,AIGL
ETFS Commodity Securities Limited,AIGO
ETFS Commodity Securities Limited,AIGP
ETFS Commodity Securities Limited,AIGS
ETFS Commodity Securities Limited,AIGX
FTSE Aim 100 Index,AIM1
FTSE Aim UK 50 Index,AIM5
Amundi Investment Solutions,AIND
Air Partner Plc,AIR
Atlantis Japan Growth Fund Ld,AJG
Aberdeen Japan Investmen,AJIT
Akers Biosciences Inc.,AKR
Jsc Acron,AKRN
Amundi ETF,ALAG
Aberdeen Latin American Income Fund Limi,ALAI
Amundi Investment Solutions,ALAU
Albert Technologies Ltd,ALB
Alba Mineral Resources Plc,ALBA
Alternative Liquidity Fu,ALF
Alfa Financial Software Holdings Plc,ALFA
Alpha Growth Plc,ALGW
Allied Minds Plc,ALM
Alpha Plus Holdings Plc,ALP2
Alpha Pyrenees Trust Ltd,ALPH
DB X-Trackers II,ALQD
Altus Strategies Plc,ALS
Altitude Group Plc,ALT
Altyn Plc,ALTN
Alumasc Group Plc,ALU
ETFS Commodity Securities Limited,ALUM
Ashley [Laura] Holdings Plc,ALY
Amur Minerals Corporation,AMC
Amedeo Resources Plc,AMED
Amerisur Resources Plc,AMER
Amino Technologies Plc,AMO
Amphion Innovations Plc,AMP
Aggregated Micro Power H,AMPH
Advanced Medical Solutions Group Plc,AMS
Amryt Pharma Plc,AMYT
Leverage Shares Public Limited Company,AMZ2
Animalcare Group Plc,ANCR
FTSE Andean 40,ANDEAN40
Angling Direct Plc,ANG
Angus Energy Plc,ANGS
Aberdeen New India Investment Trust Plc,ANII
Anpario Plc,ANP
Altona Energy Plc,ANR
Amundi Investment Solutions,ANRJ
Antofagasta Plc,ANTO
Aberdeen New Thai Investment Trust Plc,ANW
Amundi ETF,ANXG
Amundi Investment Solutions,ANXU
AO World,AO
Africa Opportunity Fund Limited,AOF
Ao Mosenergo,AOMD
Aortech International Plc,AOR
Apax Global Alpha Limite,APAX
Advanced Power Components Plc,APC
Aberdeen Private Equity Fund Ld,APEF
Anglo Pacific Group Plc,APF
Applegreen Plc,APGN
Alliance Pharma Plc,APH
Appscatter Group Plc,APPS
Apq Global Limited,APQ
Axa Property Trust Limited,APT
Aquila Services Group Plc,AQSG
Arbuthnot Banking Group Plc,ARBB
Arcontech Group Plc,ARC
Arc Minerals Limited,ARCM
Arden Partners Plc,ARDN
Arena Events Group Plc,ARE
Argos Resources Limited,ARG
Argo Group Limited,ARGO
Arix Bioscience Plc,ARIX
Aurora Investment Trust Plc,ARR
Asiamet Resources Limite,ARS
Artilium Plc,ARTA
Alpha Real Trust Limited,ARTL
Arrow Global Group Plc,ARW
Associated British Engineering Plc,ASBE
Asos Plc,ASC
Aberdeen Smaller Companies Income Trust,ASCI
Ascential Plc,ASCL
SSGA SPDR ETFS Europe I,ASDV
FTSE Asean 40 Index,ASEAN40
FTSE Asean 40,ASEAN40N
Ftse/Asean 40 Wm Net Tax Index,ASEAN4WN
FTSE Asean All-Share Ind,ASEANAS
FTSE Asean All-Share Ex,ASEANEM
FTSE Asean Stars Index,ASEANSTR
Ashley House Plc,ASH
Ashmore Group Plc,ASHM
DB X-Trackers,ASHR
Lyxor International Asse,ASIL
Aberforth Split Level Income Trust Plc,ASIT
Lyxor International Asse,ASIU
Aberforth Split Level Income Trust Plc,ASIZ
Aberforth Smaller Companies Trust Plc,ASL
Aberdeen Standard European Logistics Inc,ASLI
Avesoro Resources Inc.,ASO
Aseana Properties Limited,ASPL
Ascent Resources Plc,AST
Assetco Plc,ASTO
FTSE All-Share,ASX
FTSE All Share Digital S,ASXDIGEQ
FTSE All-Share [Exit],ASXX
Andrews Sykes Group Plc,ASY
Amati Vct 2 Plc,AT2
Oao Tatneft,ATAD
FTSE Austria Government,ATGOV01
Amati Vct Plc,ATI
Afritin Mining Limited,ATM
Atlas Mara Co-Nvest Limi,ATMA
Attraqt Group Plc,ATQT
Asian Total Return Inves,ATR
Artemis Alpha Trust Plc,ATS
Alliance Trust Plc,ATST
Allianz Technology Trust,ATT
Athelney Trust Plc,ATY
Atalaya Mining Plc,ATYM
Etfx Fund Company Plc,AUCO
Etfx Fund Company Plc,AUCP
Amundi ETF,AUEG
Amundi Investment Solutions,AUEM
Augean Plc,AUG
UBS (Irl) ETF Plc,AUGA
ETFS Foreign Exchange Limited,AUGB
Augmentum Fintech Plc,AUGM
Aukett Fitzroy Robinson Group Plc,AUK
ETFS Foreign Exchange Li,AUP3
Aura Energy Limited,AURA
Autins Group Plc,AUTG
Auto Trader Group Plc,AUTO
Aviva,AV
Aviva Plc,AV.A
Aviva Plc,AV.B
Aviva Plc,AV20
Avation Plc,AVAP
Avacta Group Plc,AVCT
Avingtrans Plc,AVG
Avangardco Investments P,AVGR
Avocet Mining Plc,AVM
Avanti Communications Group Plc,AVN
Advanced Oncotherapy Plc,AVO
Avon Rubber Plc,AVON
Aveva Group Plc,AVV
FTSE All World,AW01
FTSE All World Ex US,AW02
FTSE All World Ex UK,AW03
FTSE All World Ex Japan,AW04
FTSE All World Ex South,AW05
FTSE FTSE All World Asia,AW06
FTSE All World Asia Paci,AW07
FTSE All World Asia Pac,AW08
FTSE All World Asia Pac,AW09
FTSE All World Greater C,AW10
FTSE All World Europe,AW11
FTSE All World Europe Ex,AW12
FTSE All World Europe Ex,AW13
FTSE All World Eurobloc,AW14
FTSE Emerging Minimum Va,AWALEMVN
FTSE Emerging Net of Tax,AWALLEN
FTSE Emerging Net Tax (U,AWALLER
FTSE Americas Index,AWAMERS
FTSE Developed Europe Mi,AWDEUMVN
FTSE Developed Europe In,AWDEURSC
FTSE Developed Europe In,AWDEURSE
FTSE Developed Europe In,AWDEURSG
FTSE Developed Europe Un,AWDEURU
FTSE Developed Asia Paci,AWDPAC
FTSE All-World Devlop Asia Pacific Exclu,AWDPACXJ
FTSE Developed Asia Paci,AWDPCXJE
FTSE Developed Asia Paci,AWDPCXJG
FTSE Developed Asia Paci,AWDPXJC
FTSE Developed Ex North,AWDXNAR
FTSE Developed Ex North,AWDXNAU
FTSE Eurobloc Minimum Va,AWEBCMVN
FTSE All-World High Divi,AWHDY01
FTSE All-World High Divi,AWHDY01C
FTSE All-World High Divi,AWHDY01E
FTSE All-World High Divi,AWHDY01G
FTSE All-World Minimum Variance Net Tax Index,AWLDMVN
FTSE All-World North America Index,AWNAMERS
FTSE Japan Net Tax Hkd I,AWNT01HK
FTSE Japan Index - Net Tax,AWNT01JA
FTSE Developed Net Tax I,AWNT04
FTSE Developed Net Tax C,AWNT04CH
FTSE Developed Net Tax E,AWNT04EU
FTSE Developed Net Tax G,AWNT04UK
FTSE Developed Europe Ex,AWNT05
FTSE Developed Europe Ex,AWNT05CH
FTSE Developed Europe Ex,AWNT05EU
FTSE Developed Europe Ex,AWNT05UK
FTSE Developed Europe Ne,AWNT06HK
FTSE Developed Ex North,AWNT13
FTSE North America Net T,AWNT14
FTSE North America Net T,AWNT14CH
FTSE North America Net T,AWNT14EU
FTSE North America Net T,AWNT14UK
FTSE Asia Pacific Ex Jap,AWPXJANN
UBS (Irl) ETF Plc,AWSG
Axis Bank Limited,AXB
Axiom European Financial Debt Limited,AXI
Alexander Mining Plc,AXM
Accsys Technologies Plc,AXS
FTSE Aim All-Share Index,AXX
Anglesey Mining Plc,AYM
Astrazeneca Plc,AZN
Bae Systems Plc,BA
Babcock International Group Plc,BAB
Ishares IV Plc,BACK
British & American Investment Trust Plc,BAF
Barr [A.G.] Plc,BAG
Bagir Group Ltd.,BAGR
Bakkavor Group Plc,BAKK
Barclays Plc,BARC
Baskerville Capital Plc,BASK
Go Ucits ETF Solutions Plc,BATG
British American Tobacco Plc,BATS
Go Ucits ETF Solutions Plc,BATT
Barclays Bank Plc,BB50
Bba Aviation Plc,BBA
FTSE Bbc Global 30 Index,BBC30
Bilfinger Berger Global Infrastructure S,BBGI
Bb Healthcare Trust Plc,BBH
Tritax Big Box REIT Plc,BBOX
Brave Bison Group Plc,BBSN
Balfour Beatty Plc,BBY
Balfour Beatty Plc,BBYB
Better Capital Pcc Limit,BC12
Samsung Electronics Co L,BC94
Bca Marketplace,BCA
Blue Capital Alternative Income Fund Lim,BCAI
Better Capital Pcc Limited,BCAP
Bacanora Minerals Ltd,BCN
Go Ucits ETF Solutions Plc,BCOG
Go Ucits ETF Solutions Plc,BCOM
National Grid Electricit,BD56
LOW & BONAR 5.5% 3RD CUM PRF STK GBP1,BD90
Barratt Developments Plc,BDEV
Baring Emerging Europe Plc,BEE
Blackrock Emerging Europ,BEEP
Begbies Traynor Group Plc,BEG
FTSE Belgium Government,BEGOV01
Beowulf Mining Plc,BEM
Beazley Plc,BEZ
Basf Se,BFA
Bank of Georgia Holdings Plc,BGEO
Baillie Gifford Japan Trust Plc,BGFD
Boussard & Gavaudan Holding Limited,BGHL
Boussard & Gavaudan Holding Limited,BGHS
Blackstone / Gso Loan FI,BGLF
Blackstone / Gso Loan Financing Limited,BGLP
Bango Plc,BGO
Baillie Gifford Shin Nippon Plc,BGS
Bh Global Limited,BHGG
Bh Global Limited,BHGU
Bh Macro Limited,BHMG
Bh Macro Limited,BHMU
BE Heard Group Plc,BHRD
Biffa Plc,BIFF
Go Ucits ETF Solutions Plc,BIGT
Bilby Plc,BILB
Lyxor Index Fund,BILD
Billing Services Group Limited,BILL
Billington Holdings Plc,BILN
Biotech Growth Trust [The] Plc,BIOG
Biome Technologies Plc,BIOM
Go Ucits ETF Solutions Plc,BIOT
Bank of Ireland Group Plc,BIRG
Bisichi Mining Plc,BISI
Berkeley Group Holdings [The] Plc,BKG
Beeks Financial Cloud Group Plc,BKS
Berkeley Resources Limited,BKY
Blom Bank Sal,BLBD
Bailey [C.H.] Plc,BLEY
British Land Company Plc,BLND
Blockchain Worldwide Plc,BLOC
First Trust Global Funds Public Limited,BLOK
Blue Planet International Financials Inv,BLP
Bhp Billiton Plc,BLT
Blancco Technology Group Plc,BLTG
Blue Star Capital Plc,BLU
Belvoir Lettings Plc,BLV
Bowleven Plc,BLVN
Baronsmead Vct 3 Plc,BMD
B&M European Value Retai,BME
Benchmark Holdings Plc,BMK
Bushveld Minerals Limited,BMN
Braemar Shipping Services Plc,BMS
Braime [T.F. & J.H.] [Holdings] Plc,BMT
Braime [T.F. & J.H.] [Holdings] Plc,BMTO
Bluebird Merchant Ventures Ltd,BMV
Bloomsbury Publishing Plc,BMY
Banco Santander S.A.,BNC
Bankers Investment Trust Plc,BNKR
Blenheim Natural Resources Plc,BNR
Bunzl Plc,BNZL
Bank of Cyprus Holdings Public Limited C,BOCH
Botswana Diamonds Plc,BOD
Boeing Co.,BOE
Baron Oil Plc,BOIL
Boku Inc.,BOKU
Bonmarche Holdings Plc,BON
Boohoo.Com Plc,BOO
Boot (Henry) Plc,BOOT
Borders & Southern Petroleum Plc,BOR
Best of The Best Plc,BOTB
Hollywood Bowl Group Plc,BOWL
Boxhill Technologies Plc,BOX
Bodycote Plc,BOY
Bp - British Petroleum Plc,BP
BP Plc,BP.A
BP Plc,BP.B
Bahamas Petroleum Company Plc,BPC
Biopharma Credit Plc,BPCR
B.P. Marsh & Partners Plc,BPM
Bank Audi S.A.L.,BQAD
Bioquell Plc,BQE
HSBC Bank Plc,BR06
Burberry Group Plc,BRBY
Blackrock Commodities Income Investment,BRCI
Bluerock Diamonds Plc,BRD
Breedon Aggregates Ld,BREE
Blackrock Frontiers Investment Trust Plc,BRFI
Blackrock Greater Europe Investment Trus,BRGE
Braveheart Investment Group Plc,BRH
Ishares II Plc,BRIC
FTSE BRIC 50 2X Daily Su,BRICUL2X
FTSE BRIC 50 3X Daily Le,BRICUL3X
FTSE BRIC 50 Daily Short,BRICUS1X
FTSE BRIC 50 2X Daily Sh,BRICUS2X
FTSE BRIC 50 3X Daily Sh,BRICUS3X
Blackrock Income and Growth Investment T,BRIG
Brooks Macdonald Group Plc,BRK
Blackrock Latin American Investment Trus,BRLA
Blackrock North American,BRNA
ETFS Commodity Securities Limited,BRNT
Blackrock Smaller Co Trust Plc,BRSC
Bruntwood Investments Pl,BRU1
Brewin Dolphin Holdings Plc,BRW
Blackrock World Mining Trust Plc,BRWM
Brady Plc,BRY
Amundi Investment Solutions,BRZ
British Smaller Companies Vct2 Plc,BSC
B.S.D Crown Ltd,BSD
Base Resources Limited,BSE
Bluefield Solar Income F,BSIF
Baker Steel Resources Trust Limited,BSRT
Big Sofa Technologies Group Plc,BST
British Smaller Companies Vct Plc,BSV
Bt Group Plc,BT.A
Ishares IV Plc,BTEC
Ishares IV Plc,BTEK
British Empire Securities & General Trus,BTEM
Btg Plc,BTG
Lyxor Index Fund,BUIL
ETFS Commodity Securities Limited,BULL
ETFS Commodity Securities Limited,BULP
Lyxor Index Fund,BUOY
Bupa Finance Plc,BUPF
Burford Capital Limited,BUR
Burford Capital Plc,BUR1
Burford Capital Plc,BUR2
Burford Capital Plc,BUR3
Brunner Investment Trust Plc,BUT
Powershares Glbal Funds,BUYB
Banco Bilbao Vizcaya Argentaria Sa,BVA
Batm Advanced Communications Ld,BVC
Britvic Plc,BVIC
Bovis Homes Group Plc,BVS
Baronsmead Vct 2 Plc,BVT
Bioventix Plc,BVXP
Brown [N] Group Plc,BWNG
Bristol Water Plc,BWRA
Bristol & West Plc,BWSA
Bellway Plc,BWY
Beximco Pharmaceuticals Limited,BXP
Byblos Bank S.A.L,BYB
Big Yellow Group Plc,BYG
Byotrol Plc,BYOT
Bellzone Mining Plc,BZM
Bezant Resources Plc,BZT
21st Century Technology,C21
C4X Discovery Holdings P,C4XD
Amundi ETF,C8M
Cabot Energy Plc,CAB
Lyxor International Asse,CACX
Cadogan Petroleum Plc,CAD
Retail Charity Bonds Plc,CAF1
ETFS Foreign Exchange Limited,CAGB
Patisserie Holdings Plc,CAKE
Capital & Regional Plc,CAL
Cloudcall Group Plc,CALL
Camellia Plc,CAM
Cambria Automobiles Plc,CAMB
Central Asia Metals Plc,CAML
Capital & Counties Properties Plc,CAPC
Capital Drilling Limited,CAPD
Ossiam Lux,CAPE
Ossiam Lux,CAPU
Carclo Plc,CAR
ETFS Oil Securities Limited,CARB
Card Factory Plc,CARD
ETFS Oil Securities Limited,CARP
Carr's Group Plc,CARR
Go Ucits ETF Solutions P,CASE
Go Ucits ETF Solutions P,CASH
Caspian Sunrise Plc,CASP
Catco Reinsurance Opportunities Fund Lim,CAT
Catco Reinsurance Opportunities Fund Lim,CATC
ETFS Commodity Securities Limited,CATL
Centaur Media Plc,CAU
Charles Stanley Group Plc,CAY
Amundi ETF,CB5
Ishares Vii Plc,CBE0
Ishares Vii Plc,CBE3
Ishares Vii Plc,CBE7
Close Brothers Group Plc,CBG
Commercial International,CBKD
Curtis Banks Group Plc,CBP
Ishares Vii Plc,CBU0
Ishares Vii Plc,CBU3
Ishares Vii Plc,CBU7
Cloudbuy Plc,CBUY
Amundi ETF,CC1G
Amundi ETF,CC1U
Ishares Vii Plc,CCAU
Computacenter Plc,CCC
Charter Court Financial Services Group P,CCFS
Coca-Cola Hbc Ag,CCH
CC Japan Income & Growth Trust Plc,CCJI
Carnival Plc,CCL
Commerzbank Ccbi Investm,CCME
Celtic Plc,CCP
Celtic Plc,CCPA
Celtic Plc,CCPC
Cvc Credit Partners Euro,CCPE
Cvc Credit Partners Euro,CCPG
C&C Group Plc,CCR
Chenavari Capital Soluti,CCSL
Character Group Plc,CCT
Amundi ETF,CD6
Cardiff Property Plc,CDFF
Candover Investments Plc,CDI
SSGA SPDR ETFS Europe II,CDIS
Ishares Vii Plc,CE01
Ishares Vii Plc,CE31
Ishares Vii Plc,CE71
Amundi ETF,CE9G
Amundi ETF,CE9U
Ishares Vii Plc,CEA1
Nationwide Building Society,CEBA
Lyxor International Asse,CECD
Lyxor International Asse,CECL
CS ETF [Ie] Plc,CEMA
Ishares V Public Limited,CEMG
Ceps Plc,CEPS
Cerillion Plc,CER
Columbus Energy Resources Plc,CERP
Ishares Vii Plc,CES1
CS ETF [Ie] Plc,CEU
Ishares Vii Plc,CEU1
Amundi Investment Solutions,CEUR
CS ETF [Ie] Plc,CEUS
Centamin Plc,CEY
Cathay Financial Holding,CFHS
Colefax Group Plc,CFX
Caffyns Plc,CFYN
Amundi ETF,CG1
DB X-Trackers II,CGB
Chaarat Gold Holdings Ltd,CGH
Canadian General Investments Ld,CGI
Conroy Gold & Natural Resources Plc,CGNR
Castings Plc,CGS
Capital Gearing Trust Plc,CGT
Chelverton Growth Trust Plc,CGW
Amundi ETF,CH5
FTSE China Index,CH80
Concha Plc,CHA
Challenger Acquisitions,CHAL
Chariot Oil & Gas Limited,CHAR
Chemring Group Plc,CHG
ETFS Foreign Exchange Limited,CHGB
Churchill China Plc,CHH
Icbc Credit Suisse Ucits ETF Sicav,CHIN
Icbc Credit Suisse Ucits ETF Sicav,CHIP
Source CSOP Markets Plc,CHNA
Source CSOP Markets Plc,CHNP
Cohort Plc,CHRT
Amundi ETF,CI1
Amundi ETF,CI2G
Amundi ETF,CI2U
Conygar Investment Company Plc [The],CIC
Carador Income Fund Plc,CIFR
Carador Income Fund Plc,CIFU
Caribbean Investment Holdings Limited,CIHL
City of London Group Plc,CIN
CS ETF [Ie] Plc,CIND
Cineworld Group Plc,CINE
Cip Merchant Capital Limited,CIP
Circassia Pharmaceutical,CIR
Cityfibre Infrastructure Holdings Plc,CITY
Amundi ETF,CJ1G
Amundi ETF,CJ1U
Ishares Vii Plc,CJPU
Clarkson Plc,CKN
Calculus Vct Plc,CLC
Caledonia Investments Plc,CLDN
Clipper Logistics Plc,CLG
Cls Holdings Plc,CLI
City of London Investment Group Plc,CLIG
Multi Units Luxembourg,CLIM
Clinigen Group Plc,CLIN
Cello Group Plc,CLL
Cluff Natural Resources Plc,CLNR
Clontarf Energy Plc,CLON
Clear Leisure Plc,CLP
Cls Holdings Plc,CLS1
Clearstar Inc.,CLSU
Cellcast Plc,CLTV
Cambria Africa Plc,CMB
Ishares Vii Plc,CMB1
Cambian Group Plc,CMBN
Caledonia Mining Corporation,CMCL
UBS Ag,CMCU
Cmc Markets Plc,CMCX
Etfx Fund Company Plc,CMFP
Chamberlin Plc,CMH
City Merchants High Yield Trust Limited,CMHY
CS ETF [Ie] Plc,CMIB
Cml Microsystems Plc,CML
Source Markets Public Limited Company,CMOD
Source Markets Public Limited Company,CMOP
Communisis Plc,CMS
Amundi Investment Solutions,CMU
Catalyst Media Group Plc,CMX
Ishares Vii Plc,CMX1
CS ETF [Ie] Plc,CMXC
Amundi ETF,CN1
Centrica Plc,CNA
Concurrent Technologies Plc,CNC
Connect Group Plc,CNCT
CS ETF [Ie] Plc,CNDX
Cairn Energy Plc,CNE
China New Energy Limited,CNEL
China Nonferrous Gold Li,CNG
Cenkos Securities Plc,CNKS
CS ETF [Ie] Plc,CNKY
Caledonian Trust Plc,CNN
Condor Gold Plc,CNR
Corero Network Security Plc,CNS
China Steel Corporation,CNSD
Ishares Vii Plc,CNX1
Ishares IV Plc,CNYA
Coats Group Plc,COA
Cobham Plc,COB
ETFS Commodity Securities Limited,COCO
Compagnie De Saint Gobain Sa,COD
ETFS Commodity Securities Limited,COFF
Cambridge Cognition Hold,COG
Go Ucits ETF Solutions P,COGG
Go Ucits ETF Solutions Plc,COGH
Comptoir Group Plc,COM
Etfx Fund Company Plc,COMF
Ishares Vi Plc,COMM
Connemara Mining Company Plc,CON
ETFS Commodity Securities Limited,COPA
Canadian Overseas Petrol,COPL
Cora Gold Limited,CORA
Go Ucits ETF Solutions P,CORE
Go Ucits ETF Solutions P,CORG
ETFS Commodity Securities Limited,CORN
Coro Energy Plc,CORO
Ishares Plc,CORP
Collagen Solutions Plc,COS
Costain Group Plc,COST
ETFS Commodity Securities Limited,COTN
Multi Units France,COUK
Pacer US Cash Cows 100 Index,COWZ
Amundi ETF,CP9U
City Pub Group Plc (The),CPC
Compass Group Plc,CPG
Capita Plc,CPI
Ishares Vii Plc,CPJ1
Cppgroup Plc,CPP
Carpetright Plc,CPR
Cpl Resources Plc,CPS
Concepta Plc,CPT
Cap-Xx Limited,CPX
CS ETF [Ie] Plc,CPXJ
Cradle Arc Plc,CRA
Multi Units Luxembourg,CRAU
Crawshaw Group Plc,CRAW
Lyxor International Asse,CRBL
Lyxor International Asse,CRBU
Circle Property Plc,CRC
Croda International Plc,CRDA
Go Ucits ETF Solutions P,CRED
Go Ucits ETF Solutions P,CREG
Custodian REIT Plc,CREI
Creo Medical Group Plc,CREO
Go Ucits ETF Solutions Plc,CRGH
CRH Plc,CRH
Ishares Plc,CRHG
Creightons Plc,CRL
Cairn Homes Plc,CRN
Lyxor International Asse,CRNL
Lyxor International Asse,CRNO
Cronin Group Plc,CRON
Ishares Vi Plc (The Comp,CRPH
Cropper [James] Plc,CRPR
Ishares Plc,CRPS
Ishares Plc,CRPU
Lyxor International Asse,CRPX
Crystal Amber Fund Limited,CRS
Crest Nicholson Holdings,CRST
Coral Products Plc,CRU
Ishares Vii Plc,CRU1
ETFS Commodity Securities Limited,CRUD
Craven House Capital Plc,CRV
Craneware Plc,CRW
Crown Place Vct Plc,CRWN
Ossiam Lux,CRWU
Amundi ETF,CS1
Amundi ETF,CS5
Ishares Vii Plc,CS51
CS ETF [Ie] Plc,CSBR
CS ETF [Ie] Plc,CSCA
Csf Group Plc,CSFG
Civitas Social Housing Plc,CSH
Lyxor Index Fund,CSH2
Civitas Social Housing Plc,CSHC
Lyxor International Asse,CSHD
Multi Units France,CSIL
CS ETF [Ie] Plc,CSJP
CS ETF [Ie] Plc,CSKR
Chesnara Plc,CSN
Countryside Properties Plc,CSP
Ishares Vii Plc,CSP1
CS ETF [Ie] Plc,CSPX
Consort Medical Plc,CSRT
CS ETF [Ie] Plc,CSRU
Croma Security Solutions Group Plc,CSSG
SSGA SPDR ETFS Europe II,CSTP
CS ETF [Ie] Plc,CSUK
CS ETF [Ie] Plc,CSUS
Amundi ETF,CSWG
Amundi ETF,CSWU
Ishares Vii Plc,CSX5
Amundi ETF,CT5
Catenae Innovation Plc,CTEA
Convatec Group Plc,CTEC
Christie Group Plc,CTG
Caretech Holdings Plc,CTH
Cathay International Holdings Ld,CTI
Clarke [T.] Plc,CTO
Castleton Technology Plc,CTP
Charles Taylor Plc,CTR
City of London Investment Trust Plc,CTY
Ishares Vii Plc,CU1
Amundi ETF,CU2G
Amundi ETF,CU2U
Ishares Vii Plc,CU31
Amundi ETF,CU5
Ishares Vii Plc,CU71
UBS ETF,CUIH
Amundi Investment Solutions,CUK
CS ETF [Ie] Plc,CUKS
CS ETF [Ie] Plc,CUKX
Ishares Vii Plc,CUS1
CS ETF [Ie] Plc,CUSS
Coventry Building Society,CVBP
Cablevision Holding S.A.,CVH
CVS Group Plc,CVSG
Amundi ETF,CW8G
Amundi ETF,CW8U
Countrywide Plc,CWD
Amundi ETF,CWEG
Amundi ETF,CWEU
Amundi ETF,CWFG
Amundi ETF,CWFU
Cranswick Plc,CWK
Ceres Power Holdings Plc,CWR
UBS ETFS Plc,CXAU
Cyanconnode Holdings Plc.,CYAN
Cybg Plc,CYBG
City Natural Resources High Yield Trust,CYN
City Natural Resources High Yield Trust,CYNC
Chrysalis Vct Plc,CYS
Commerzbank Ag,CZB
Curzon Energy Plc,CZN
D4T4 Solutions Plc,D4T4
Dalata Hotel Group Plc,DAL
Dalradian Resources Inc.,DALR
Globaldata Plc,DATA
Multi Units Luxembourg,DAXX
Ishares II Plc,DBRC
Dixons Carphone,DC
Dcc Plc,DCC
Dcd Media Plc,DCD
Dairy Crest Group Plc,DCG
Dolphin Capital Investors Limited,DCI
Directa Plus Plc,DCTA
4D Pharma Plc,DDDD
Downing One Vct Plc,DDV1
Debenhams Plc,DEB
FTSE Germany Government,DEGOV01
Go Ucits ETF Solutions P,DEL2
Wisdomtree Issuer Plc,DEM
Wisdomtree Issuer Plc,DEMA
Wisdomtree Emerging Asia Equity Income U,DEMAEIV
Wisdomtree Issuer Plc,DEMD
Wisdomtree Emerging Mark,DEMEIV
Deltex Medical Group Plc,DEMG
Wisdomtree Issuer Plc,DEMP
Wisdomtree Issuer Plc,DEMR
Ossiam Lux,DEMV
Derriston Capital Plc,DERR
Go Ucits ETF Solutions P,DES2
Wisdomtree Issuer Plc,DESE
Wisdomtree US Smallcap D,DESEEIV
Destiny Pharma Plc,DEST
Wisdomtree Issuer Plc,DFE
Wisdomtree Issuer Plc,DFEA
Wisdomtree Issuer Plc,DFEE
Wisdomtree Europe Smallc,DFEIV
Wisdomtree Issuer Plc,DFEP
Dfs Furniture Plc,DFS
Defenx Plc,DFX
Diageo Plc,DGE
Diageo Plc,DGED
Ishares IV Plc,DGIT
Diversified Gas & Oil Plc,DGOC
Wisdomtree Issuer Plc,DGRA
Wisdomtree Issuer Plc,DGRG
Wisdomtree Issuer Plc,DGSD
Wisdomtree Issuer Plc,DGSE
Wisdomtree Emerging Mark,DGSEEIV
Ishares IV Plc,DGTL
Ishares II Plc,DH2O
Wisdomtree Issuer Plc,DHS
Wisdomtree Issuer Plc,DHSD
Wisdomtree US Equity Inc,DHSEIV
Dialight Plc,DIA
Dunedin Income Growth Investment Trust P,DIG
Gcp Student Living Plc,DIGS
Damille Investments II L,DIL2
Distil Plc,DIS
Multi Units Luxembourg,DISG
Multi Units Luxembourg,DISW
Diverse Income Trust [The] Plc,DIVI
Daejan Holdings Plc,DJAN
Lyxor International Asse,DJEL
Lyxor International Asse,DJEU
Ishares Plc,DJMC
Ishares Plc,DJSC
Dukemount Capital Plc,DKE
Dekeloil Public Limited,DKL
FTSE Nasdaq Dubai Kuwait 15 Shariah Inde,DKUS
FTSE Nasdaq Dubai Kuwait 15 Index,DKUW
Go Ucits ETF Solutions P,DL2P
De La Rue Plc,DLAR
Direct Line Insurance Gr,DLG
Derwent London Plc,DLN
Ishares II Plc,DLTM
Daily Mail & General Trust Plc,DMGT
Doric Nimrod Air One Limited,DNA
Doric Nimrod Air Two Lim,DNA2
Doric Nimrod Air Three L,DNA3
Dunedin Smaller Companies Investment Tru,DNDL
Dunedin Enterprise Investment Trust Plc,DNE
Diurnal Group Plc,DNL
Dunelm Group Plc,DNLM
Dods [Group] Plc,DODS
Domino's Pizza Group Plc,DOM
Lyxor International Asset Management,DOSH
Dotdigital Group Plc,DOTD
Downing Two Vct Plc,DP2D
Downing Three Vct Plc,DP3F
Downing Three Vct Plc,DP3H
Dp Aircraft I Limited,DPA
Dp Eurasia N.V.,DPEU
